zcta,state,synth_avg_size,real_avg_size,synth_avg_adults,synth_avg_kids,synth_total_pop,real_total_pop
04061,ME,4.632165605095541,2.99,3.004777070063694,1.627388535031847,2909,2909
04548,ME,3.3256704980842913,2.03,2.9731800766283527,0.3524904214559387,868,868
04364,ME,3.7912291537986413,2.36,2.798023471278567,0.9932056825200741,6138,6138
04419,ME,3.701530612244898,2.26,2.954081632653061,0.7474489795918368,2902,2902
04760,ME,3.6377551020408165,2.3,3.122448979591837,0.5153061224489796,713,713
04285,ME,3.5535714285714284,2.2,3.125,0.42857142857142855,398,398
04568,ME,2.606060606060606,1.91,2.303030303030303,0.30303030303030304,516,516
04624,ME,2.305084745762712,1.48,2.305084745762712,0.0,136,136
04056,ME,3.6551724137931036,2.52,3.0689655172413794,0.5862068965517241,106,106
04930,ME,3.6972878390201225,2.13,3.0227471566054245,0.6745406824146981,4226,4226
04780,ME,5.107954545454546,2.73,3.272727272727273,1.8352272727272727,899,899
04929,ME,3.7523809523809524,2.43,2.980952380952381,0.7714285714285715,788,788
04973,ME,3.8980716253443526,2.45,3.118457300275482,0.7796143250688705,1415,1415
04220,ME,4.636608344549125,2.88,3.3405114401076714,1.2960969044414536,3445,3445
04927,ME,3.5255474452554743,2.37,3.037539103232534,0.4880083420229406,3381,3381
04430,ME,3.8143564356435644,2.19,2.9603960396039604,0.8539603960396039,1541,1541
04779,ME,2.9210526315789473,1.99,2.8684210526315788,0.05263157894736842,333,333
04029,ME,3.689908256880734,2.35,3.0128440366972478,0.6770642201834862,2011,2011
04986,ME,6.0,3.31,3.7329974811083124,2.2670025188916876,2382,2382
04978,ME,3.429090909090909,2.21,2.9563636363636365,0.4727272727272727,943,943
04087,ME,4.299668874172186,2.87,3.230132450331126,1.0695364238410596,2597,2597
04640,ME,3.581737849779087,2.25,2.9499263622974965,0.6318114874815906,2432,2432
04686,ME,3.7450980392156863,2.3,3.235294117647059,0.5098039215686274,191,191
04453,ME,4.484536082474227,2.6,3.3092783505154637,1.175257731958763,870,870
04006,ME,2.8846153846153846,1.97,2.8846153846153846,0.0,75,75
04429,ME,3.680119581464873,2.21,3.006726457399103,0.6733931240657698,4924,4924
04275,ME,3.6748768472906406,2.31,3.0886699507389164,0.5862068965517241,746,746
04359,ME,3.104761904761905,2.15,3.0952380952380953,0.009523809523809525,326,326
04949,ME,3.911504424778761,2.19,3.0353982300884956,0.8761061946902655,884,884
04664,ME,4.5359281437125745,2.74,3.3892215568862274,1.1467065868263473,1515,1515
04984,ME,4.681528662420382,2.78,3.2802547770700636,1.4012738853503184,735,735
04488,ME,4.184466019417476,2.58,3.190938511326861,0.9935275080906149,1293,1293
04619,ME,2.9037735849056605,1.84,2.3933962264150943,0.5103773584905661,3078,3078
04471,ME,3.7025316455696204,2.25,3.069620253164557,0.6329113924050633,585,585
04743,ME,3.7015748031496063,2.2,2.8433070866141734,0.8582677165354331,4701,4701
04010,ME,4.743869209809264,2.75,3.3569482288828336,1.3869209809264305,1741,1741
04043,ME,3.6975703324808182,2.2,2.991687979539642,0.7058823529411765,11566,11566
04756,ME,2.9591836734693877,1.88,2.49721706864564,0.4619666048237477,3190,3190
04772,ME,3.511904761904762,2.31,2.992063492063492,0.5198412698412699,885,885
04932,ME,3.5939393939393938,2.33,2.9545454545454546,0.6393939393939394,1186,1186
04662,ME,3.5547445255474455,2.5,3.167883211678832,0.38686131386861317,487,487
04938,ME,3.7394314868804663,2.23,2.98432944606414,0.7551020408163265,10261,10261
04660,ME,3.58957654723127,2.2,3.0684039087947883,0.5211726384364821,1102,1102
04627,ME,3.6370106761565837,2.24,3.0516014234875444,0.5854092526690391,2044,2044
04970,ME,2.832706766917293,1.96,2.4285714285714284,0.4041353383458647,1507,1507
04427,ME,4.6656,2.62,3.3696,1.296,2916,2916
04645,ME,1.7916666666666667,1.39,1.7916666666666667,0.0,43,43
04108,ME,2.556547619047619,1.8,2.3660714285714284,0.19047619047619047,859,859
04431,ME,3.8125,2.44,2.8125,1.0,61,61
04495,ME,3.8351648351648353,2.04,3.032967032967033,0.8021978021978022,349,349
03904,ME,3.035166479610924,1.95,2.6565656565656566,0.3786008230452675,8113,8113
04989,ME,3.803361344537815,2.26,3.0025210084033613,0.8008403361344538,4526,4526
04777,ME,4.105769230769231,2.7,3.269230769230769,0.8365384615384616,427,427
04642,ME,2.65,1.73,2.566666666666667,0.08333333333333333,159,159
04956,ME,4.42948717948718,2.62,3.1858974358974357,1.2435897435897436,691,691
04460,ME,3.6809815950920246,2.08,3.03680981595092,0.6441717791411042,1200,1200
04666,ME,3.6076294277929155,2.39,2.7193460490463215,0.888283378746594,1324,1324
04961,ME,2.783269961977186,1.95,2.220532319391635,0.5627376425855514,732,732
04781,ME,3.5625,2.36,3.0069444444444446,0.5555555555555556,513,513
04457,ME,3.492465340566606,2.08,2.9734779987944546,0.5189873417721519,5794,5794
04740,ME,3.714681440443213,2.44,3.10803324099723,0.6066481994459834,1341,1341
04634,ME,3.5515370705244123,2.31,2.9602169981916817,0.5913200723327305,1964,1964
04459,ME,3.5463917525773194,2.09,3.0103092783505154,0.5360824742268041,688,688
04783,ME,3.417910447761194,2.2,3.0,0.417910447761194,458,458
04691,ME,3.576388888888889,2.22,3.0902777777777777,0.4861111111111111,515,515
04438,ME,3.8236994219653178,2.47,2.893063583815029,0.930635838150289,1323,1323
04069,ME,4.383561643835616,2.58,3.2794520547945205,1.104109589041096,1600,1600
04072,ME,3.7426322533406555,2.27,3.0051253889804137,0.7375068643602416,20446,20446
04671,ME,3.793939393939394,2.49,3.2545454545454544,0.5393939393939394,626,626
04406,ME,3.1502347417840375,1.87,2.8544600938967135,0.29577464788732394,671,671
04739,ME,3.628440366972477,2.11,3.1605504587155964,0.46788990825688076,791,791
04571,ME,2.875,1.94,2.515625,0.359375,552,552
04068,ME,4.326589595375722,2.63,3.5346820809248554,0.791907514450867,1497,1497
04086,ME,3.7990468625893565,2.27,3.0083399523431296,0.7907069102462272,9566,9566
04037,ME,3.831494483450351,2.47,2.896690070210632,0.9348044132397192,3820,3820
04039,ME,3.7928880345987506,2.29,2.9706871696299855,0.822200864968765,7893,7893
04965,ME,4.846501128668171,2.66,3.1783295711060946,1.6681715575620768,2147,2147
04041,ME,4.39572192513369,2.7,3.371657754010695,1.0240641711229947,1644,1644
04097,ME,4.331223628691983,2.67,3.2816455696202533,1.0495780590717299,4106,4106
04981,ME,3.711077844311377,2.18,3.062874251497006,0.6482035928143712,2479,2479
04464,ME,3.8217054263565893,2.19,2.992248062015504,0.8294573643410853,493,493
04270,ME,4.281621243885395,2.65,3.5052410901467503,0.7763801537386443,6127,6127
04107,ME,3.6767091541135573,2.47,2.731942835071456,0.9447663190421012,9519,9519
04928,ME,3.745136186770428,2.25,2.9669260700389106,0.7782101167315175,1925,1925
04684,ME,3.363984674329502,2.04,2.9597701149425286,0.4042145593869732,1756,1756
04573,ME,4.107142857142857,2.38,3.0089285714285716,1.0982142857142858,460,460
04658,ME,3.781767955801105,2.38,3.0082872928176796,0.7734806629834254,1369,1369
04268,ME,4.051505546751189,2.55,3.2702060221870046,0.7812995245641838,5113,5113
04062,ME,3.751357875678938,2.4,3.0062361697847515,0.7451217058941862,18648,18648
04084,ME,4.178043230944255,2.54,3.31740614334471,0.8606370875995449,7345,7345
04493,ME,3.6977687626774847,2.25,2.9918864097363085,0.7058823529411765,1823,1823
04950,ME,3.448326055312955,2.18,3.023289665211063,0.42503639010189226,4738,4738
04076,ME,4.367164179104478,2.7,3.2850746268656716,1.0820895522388059,2926,2926
04003,ME,2.6739130434782608,1.81,2.239130434782609,0.43478260869565216,123,123
04920,ME,2.799336650082919,1.85,2.3913764510779436,0.4079601990049751,1688,1688
04238,ME,4.271186440677966,2.65,3.4271186440677965,0.8440677966101695,1260,1260
04967,ME,3.7478510028653296,2.42,2.7344794651384907,1.0133715377268386,3924,3924
04681,ME,2.664516129032258,1.82,2.3548387096774195,0.3096774193548387,826,826
04764,ME,1.5555555555555556,1.17,1.5555555555555556,0.0,14,14
04957,ME,3.635953026196929,2.44,3.084010840108401,0.5519421860885275,4025,4025
04444,ME,4.502904162633108,2.58,3.292352371732817,1.2105517909002905,9303,9303
04554,ME,2.864406779661017,1.91,2.5466101694915255,0.3177966101694915,676,676
04210,ME,3.7677115987460814,2.26,2.8496865203761756,0.918025078369906,24038,24038
04048,ME,4.2020725388601035,2.71,3.2409326424870466,0.961139896373057,3244,3244
04009,ME,3.6305818673883627,2.21,3.000676589986468,0.6299052774018945,5366,5366
03906,ME,3.630624092888244,2.41,2.743831640058055,0.8867924528301887,5003,5003
04607,ME,3.7478510028653296,2.35,2.8997134670487106,0.8481375358166189,1308,1308
04848,ME,2.648068669527897,1.76,2.2103004291845494,0.43776824034334766,617,617
04491,ME,2.610169491525424,1.77,2.3559322033898304,0.2542372881355932,154,154
04673,ME,4.043478260869565,2.14,3.4130434782608696,0.6304347826086957,186,186
04776,ME,4.483568075117371,2.97,3.211267605633803,1.272300469483568,955,955
04038,ME,4.5076383671424995,2.73,3.243425995492111,1.2642123716503881,17999,17999
04614,ME,3.82103825136612,2.12,3.0136612021857925,0.8073770491803278,2797,2797
04227,ME,2.5,1.96,2.2777777777777777,0.2222222222222222,45,45
04860,ME,2.755632582322357,1.83,2.339688041594454,0.41594454072790293,1590,1590
04539,ME,3.807486631016043,2.26,3.0294117647058822,0.7780748663101604,1424,1424
04085,ME,5.347676419965577,3.11,3.6006884681583475,1.7469879518072289,3107,3107
04648,ME,4.492424242424242,2.56,3.446969696969697,1.0454545454545454,593,593
04985,ME,3.923076923076923,2.13,3.051282051282051,0.8717948717948718,153,153
04096,ME,4.650103519668737,2.64,3.299689440993789,1.3504140786749483,8984,8984
04487,ME,3.235059760956175,2.03,2.9243027888446216,0.3107569721115538,812,812
03901,ME,3.7029657089898054,2.32,2.7590361445783134,0.9439295644114921,7991,7991
04652,ME,2.910358565737052,1.92,2.541832669322709,0.36852589641434264,1461,1461
04579,ME,4.2168021680216805,2.55,3.5094850948509486,0.7073170731707317,3112,3112
04073,ME,3.713218022635063,2.43,2.787529361520393,0.9256886611146701,17389,17389
04766,ME,3.9397590361445785,2.29,3.4457831325301207,0.4939759036144578,327,327
04416,ME,3.6798418972332017,2.36,2.8010540184453228,0.8787878787878788,5586,5586
04613,ME,3.206896551724138,2.16,3.206896551724138,0.0,93,93
04677,ME,3.3255813953488373,2.17,2.9651162790697674,0.36046511627906974,286,286
04693,ME,2.729559748427673,1.83,2.591194968553459,0.13836477987421383,434,434
04901,ME,3.7167134831460675,2.21,2.800983146067416,0.9157303370786517,26463,26463
03907,ME,3.501392757660167,2.16,3.1002785515320332,0.4011142061281337,1257,1257
04910,ME,4.119429590017825,2.55,3.2905525846702317,0.8288770053475936,2311,2311
04843,ME,3.6332637439109257,2.17,2.7967988865692415,0.8364648573416841,5221,5221
04944,ME,2.689655172413793,1.84,2.3448275862068964,0.3448275862068966,78,78
04047,ME,3.7969094922737305,2.48,2.816777041942605,0.9801324503311258,1720,1720
04421,ME,6.0233644859813085,2.24,3.817757009345794,2.205607476635514,1289,1289
04002,ME,3.6484674329501914,2.35,3.1010536398467434,0.5474137931034483,7618,7618
04635,ME,2.5,1.43,2.5,0.0,10,10
04762,ME,3.458904109589041,2.48,2.6780821917808217,0.7808219178082192,505,505
04745,ME,3.588477366255144,2.22,3.05761316872428,0.5308641975308642,872,872
04746,ME,2.8405797101449277,1.95,2.536231884057971,0.30434782608695654,392,392
04357,ME,3.9775028121484812,2.35,2.887514060742407,1.0899887514060742,3536,3536
04093,ME,3.7187085360459973,2.47,3.012826183104821,0.7058823529411765,8408,8408
04537,ME,2.8475247524752474,1.87,2.500990099009901,0.3465346534653465,1438,1438
04256,ME,5.088815789473684,2.74,3.3717105263157894,1.7171052631578947,3094,3094
04668,ME,3.8096280087527354,2.28,2.763676148796499,1.0459518599562363,1741,1741
04236,ME,4.2086538461538465,2.57,3.2778846153846155,0.9307692307692308,4377,4377
04020,ME,3.7695390781563125,2.49,3.006012024048096,0.7635270541082164,1881,1881
04001,ME,3.6538987688098494,2.4,3.091655266757866,0.5622435020519836,2671,2671
04358,ME,3.5162569389373513,2.35,2.7636796193497224,0.7525773195876289,4434,4434
04090,ME,3.7644915534945347,2.29,2.9897316992381584,0.7747598542563763,11365,11365
04349,ME,3.6267409470752088,2.17,3.0473537604456826,0.5793871866295265,1302,1302
04976,ME,3.7364110201042444,2.22,2.9746835443037973,0.7617274758004468,10036,10036
04219,ME,3.721407624633431,2.4,2.9853372434017595,0.7360703812316716,1269,1269
04854,ME,3.582089552238806,2.03,3.0024875621890548,0.5796019900497512,1440,1440
04435,ME,3.9527027027027026,2.53,3.439189189189189,0.5135135135135135,1170,1170
04401,ME,3.8074972057432723,2.22,3.0126386381222594,0.7948585676210128,44285,44285
04454,ME,5.0,1.67,5.0,0.0,5,5
04276,ME,3.588630806845966,2.32,3.0183374083129584,0.5702933985330073,5871,5871
03908,ME,4.3549507817023745,2.69,3.2171395483497394,1.1378112333526347,7521,7521
04216,ME,3.7245508982035926,2.4,3.1497005988023954,0.5748502994011976,622,622
04630,ME,3.7726027397260276,2.37,2.8273972602739725,0.9452054794520548,1377,1377
04541,ME,2.5,1.67,2.5,0.0,55,55
04971,ME,3.7336065573770494,2.23,2.7336065573770494,1.0,1822,1822
04468,ME,3.6818181818181817,2.38,2.9720893141945774,0.7097288676236044,9234,9234
04294,ME,4.5286697247706424,2.65,3.25802752293578,1.2706422018348624,3949,3949
04852,ME,4.958333333333333,2.7,4.166666666666667,0.7916666666666666,119,119
04021,ME,4.509177430319511,2.83,3.2610469068660777,1.248130523453433,6633,6633
04346,ME,2.910133843212237,1.95,2.363288718929254,0.5468451242829828,1522,1522
04451,ME,2.409090909090909,1.88,2.1363636363636362,0.2727272727272727,265,265
04042,ME,4.34457611668186,2.55,3.4931631722880585,0.8514129443938013,4766,4766
04963,ME,3.610376896720509,2.34,2.7772883015173764,0.8330885952031326,7376,7376
04088,ME,3.334319526627219,2.19,2.940828402366864,0.39349112426035504,1127,1127
04032,ME,4.250122129946263,2.5,3.286272594040059,0.9638495359062041,8700,8700
04051,ME,4.23598820058997,2.53,3.5427728613569323,0.6932153392330384,1436,1436
04734,ME,4.288659793814433,2.7,3.288659793814433,1.0,832,832
04426,ME,3.637240356083086,2.22,2.835311572700297,0.8019287833827893,4903,4903
04351,ME,3.7065217391304346,2.44,2.920807453416149,0.7857142857142857,2387,2387
04578,ME,3.501503759398496,2.27,2.9962406015037595,0.5052631578947369,4657,4657
04455,ME,4.376344086021505,2.56,3.193548387096774,1.1827956989247312,814,814
04609,ME,3.616678346180799,2.05,2.974071478626489,0.6426068675543097,5161,5161
04858,ME,3.551813471502591,2.37,2.9585492227979273,0.5932642487046632,1371,1371
04492,ME,4.041666666666667,2.31,3.0,1.0416666666666667,97,97
04943,ME,3.887323943661972,2.19,3.0375586854460095,0.8497652582159625,1656,1656
04443,ME,3.76,2.23,2.9878260869565216,0.7721739130434783,2162,2162
04786,ME,3.6146993318485525,2.23,2.9933184855233854,0.621380846325167,1623,1623
04958,ME,3.731748726655348,2.38,2.9864176570458403,0.7453310696095077,2198,2198
04605,ME,3.7426095820591234,2.21,3.015290519877676,0.7273190621814475,14686,14686
04983,ME,4.367123287671233,2.54,3.4383561643835616,0.9287671232876712,1594,1594
04733,ME,8.625,3.26,4.125,4.5,483,483
03909,ME,3.7629655412460843,2.36,2.9825965889314308,0.7803689523146536,10811,10811
04079,ME,3.0730296456977584,1.98,2.6594360086767894,0.4135936370209689,4250,4250
04424,ME,3.6513409961685825,2.17,3.111111111111111,0.5402298850574713,953,953
04769,ME,3.7664233576642334,2.06,2.960927436668098,0.8054959209961357,8772,8772
04462,ME,2.7866419294990723,1.84,2.3506493506493507,0.4359925788497217,4506,4506
04282,ME,4.206647398843931,2.51,3.2348265895953756,0.971820809248555,5822,5822
04417,ME,2.8865248226950353,1.89,2.4113475177304964,0.475177304964539,407,407
04489,ME,3.5934065934065935,2.39,2.934065934065934,0.6593406593406593,327,327
04669,ME,3.6,2.12,3.4,0.2,144,144
04064,ME,2.633833646028768,1.73,2.3921200750469045,0.24171357098186366,8423,8423
04917,ME,3.6442953020134228,2.45,2.7997762863534676,0.8445190156599552,3258,3258
04253,ME,3.6439688715953307,2.35,2.8171206225680936,0.8268482490272373,1873,1873
04267,ME,3.272727272727273,2.0,2.909090909090909,0.36363636363636365,36,36
04252,ME,4.352889667250438,2.61,3.2968476357267953,1.0560420315236427,4971,4971
04063,ME,2.2518248175182483,1.54,2.2262773722627736,0.025547445255474453,617,617
04345,ME,3.811918063314711,2.47,3.058038485412787,0.7538795779019243,12282,12282
04953,ME,3.604357798165138,2.12,3.0309633027522938,0.573394495412844,3143,3143
04535,ME,5.223776223776224,2.86,3.4195804195804196,1.8041958041958042,747,747
04735,ME,3.864,2.14,3.088,0.776,483,483
04496,ME,3.840840840840841,2.31,3.062062062062062,0.7787787787787788,3837,3837
04290,ME,3.5920177383592016,2.32,2.951219512195122,0.6407982261640798,1620,1620
04649,ME,3.7570093457943927,2.1,3.0373831775700935,0.719626168224299,1206,1206
04558,ME,3.0,1.79,2.9347826086956523,0.06521739130434782,276,276
03903,ME,3.847191011235955,2.49,3.098876404494382,0.748314606741573,6848,6848
04774,ME,2.780821917808219,1.86,2.3378995433789953,0.4429223744292237,609,609
04955,ME,3.7931937172774868,2.45,2.9162303664921465,0.8769633507853403,1449,1449
04221,ME,6.03932584269663,3.11,4.449438202247191,1.5898876404494382,1075,1075
04947,ME,2.882032667876588,1.89,2.370235934664247,0.5117967332123412,1588,1588
04653,ME,3.8043478260869565,2.41,2.7989130434782608,1.0054347826086956,700,700
04360,ME,4.308724832214765,2.57,3.208053691275168,1.1006711409395973,642,642
04490,ME,3.051282051282051,1.97,2.576923076923077,0.47435897435897434,238,238
04964,ME,2.1923076923076925,1.56,2.0384615384615383,0.15384615384615385,114,114
04732,ME,3.450980392156863,2.1,2.9498910675381262,0.5010893246187363,1584,1584
04005,ME,3.7218102013016496,2.24,2.9974269713939763,0.7243832299076737,24590,24590
04543,ME,3.749169435215947,2.18,2.813953488372093,0.9352159468438538,2257,2257
04422,ME,3.8657243816254416,2.41,3.070671378091873,0.7950530035335689,1094,1094
04017,ME,2.985,1.92,2.4,0.585,597,597
04847,ME,4.41031941031941,2.64,3.235872235872236,1.1744471744471745,1795,1795
04450,ME,3.9941690962099123,2.53,3.3877551020408165,0.6064139941690962,1370,1370
04240,ME,3.666048780487805,2.25,2.8358048780487803,0.8302439024390244,37577,37577
04109,ME,2.4310344827586206,1.7,2.3793103448275863,0.05172413793103448,141,141
04071,ME,3.582369942196532,2.27,2.7810693641618496,0.8013005780346821,4958,4958
04631,ME,2.9827586206896552,1.9,2.564039408866995,0.4187192118226601,1211,1211
04222,ME,4.345473465140478,2.51,3.2372528616024976,1.1082206035379814,4176,4176
04260,ME,4.388461538461539,2.71,3.3046153846153845,1.083846153846154,5705,5705
04763,ME,3.28,2.09,2.895,0.385,656,656
04937,ME,3.848977135980746,2.23,3.0150421179302045,0.8339350180505415,6397,6397
04478,ME,3.5704225352112675,2.14,3.0211267605633805,0.5492957746478874,507,507
04576,ME,2.510752688172043,1.82,2.3010752688172045,0.20967741935483872,467,467
04969,ME,4.3966666666666665,2.66,3.2666666666666666,1.13,1319,1319
04473,ME,3.7898886827458256,2.34,3.2045454545454546,0.5853432282003711,8171,8171
04911,ME,3.7278225806451615,2.24,2.8326612903225805,0.8951612903225806,1849,1849
04787,ME,5.094736842105263,2.45,4.663157894736842,0.43157894736842106,484,484
04024,ME,3.789473684210526,2.37,3.1052631578947367,0.6842105263157895,432,432
04922,ME,3.6043478260869564,2.2,3.0478260869565217,0.5565217391304348,829,829
04479,ME,2.8886075949367087,1.99,2.4556962025316458,0.43291139240506327,1141,1141
04226,ME,3.0,2.25,3.0,0.0,81,81
04091,ME,3.7373737373737375,2.49,3.196969696969697,0.5404040404040404,740,740
04657,ME,3.4623655913978495,2.15,2.903225806451613,0.5591397849462365,322,322
04476,ME,3.7108843537414966,2.18,3.0374149659863945,0.673469387755102,1091,1091
04413,ME,2.7419354838709675,1.73,2.1451612903225805,0.5967741935483871,170,170
04606,ME,3.808306709265176,2.28,3.05111821086262,0.7571884984025559,1192,1192
04694,ME,3.607361963190184,2.38,2.7699386503067487,0.8374233128834356,2352,2352
04924,ME,4.564583333333333,2.53,3.30625,1.2583333333333333,2191,2191
04428,ME,4.278728606356968,2.61,3.359413202933985,0.9193154034229829,3500,3500
04105,ME,4.420902950586562,2.51,3.2509776039815144,1.169925346605048,12436,12436
04544,ME,2.911845730027548,1.92,2.4710743801652892,0.44077134986225897,1057,1057
04987,ME,3.7286821705426356,2.23,3.0426356589147288,0.686046511627907,962,962
04046,ME,3.8000954198473282,2.48,3.1364503816793894,0.663645038167939,7965,7965
04675,ME,2.6774193548387095,1.56,2.5161290322580645,0.16129032258064516,83,83
04353,ME,4.3634615384615385,2.51,3.378846153846154,0.9846153846153847,2269,2269
04623,ME,4.514056224899599,2.61,3.2208835341365463,1.2931726907630523,1124,1124
04083,ME,3.6658692185007973,2.29,2.803030303030303,0.8628389154704944,4597,4597
04859,ME,3.518018018018018,2.17,3.054054054054054,0.46396396396396394,781,781
04945,ME,3.0515970515970516,1.95,2.628992628992629,0.4226044226044226,1242,1242
04572,ME,2.8591938155715075,1.93,2.40474875759249,0.45444505797901713,5178,5178
04258,ME,3.744911804613297,2.45,3.024423337856174,0.7204884667571235,2760,2760
04685,ME,3.626086956521739,2.11,3.1478260869565218,0.4782608695652174,417,417
04255,ME,3.2253521126760565,2.04,2.9577464788732395,0.2676056338028169,687,687
04564,ME,3.40625,2.01,2.9375,0.46875,436,436
04237,ME,2.962025316455696,1.98,2.329113924050633,0.6329113924050633,234,234
04103,ME,3.761292605260054,2.35,2.9917443094704566,0.7695482957895978,31892,31892
04074,ME,3.651958353991076,2.4,2.8947281441084116,0.757230209882664,22098,22098
04287,ME,3.814009661835749,2.32,3.001207729468599,0.8128019323671497,3158,3158
04925,ME,3.2,2.0,3.2,0.0,16,16
04408,ME,3.843137254901961,2.04,3.0980392156862746,0.7450980392156863,196,196
04625,ME,4.333333333333333,2.6,3.5833333333333335,0.75,52,52
04008,ME,3.727932285368803,2.43,2.993954050785973,0.7339782345828295,3083,3083
04674,ME,4.4714285714285715,2.68,3.6285714285714286,0.8428571428571429,313,313
